Name,CAS #,human VDss (L/kg),human CL (mL/min/kg),fraction unbound in plasma (fu),MRT (h),terminal  t1/2 (h),MW,HBA,HBD,TPSA_NO,RotBondCount,MoKa.LogP,MoKa.LogD7.4,moka_ionState7.4,moka_ionState7.4_anionic,moka_ionState7.4_cationic,moka_ionState7.4_neutral,moka_ionState7.4_zwitterionic,human VDss (L/kg) / fraction unbound in plasma (fu),human CL (mL/min/kg) / fraction unbound in plasma (fu)
Lansoprazole,103577-45-3,0.28,4.4,0.021,1.1,1.0,369.36,5,1,67.9,5,2.5,2.4,neutral,0.0,0.0,1.0,0.0,13.333333333333334,209.52380952380952
Lefamulin,1061337-51-6,1.32,3.96,0.17,5.53,6.4,507.73,6,3,109.8,6,3.4,0.75,cationic,0.0,1.0,0.0,0.0,7.764705882352941,23.294117647058822
Lesinurad,878672-00-5,0.29,1.43,0.02,3.33,5.0,404.28,5,1,68.0,5,2.4,-0.86,anionic,1.0,0.0,0.0,0.0,14.499999999999998,71.5
Letrozole,112809-51-5,1.9,0.57,0.41,59.0,45.0,285.3,5,0,78.3,5,2.1,2.1,neutral,0.0,0.0,1.0,0.0,4.634146341463414,1.3902439024390243
Leuprolide,53714-56-0,0.38,2.0,0.54,3.1,2.9,1209.4,28,16,429.0,33,-0.092,-4.1,cationic,0.0,1.0,0.0,0.0,0.7037037037037037,3.7037037037037033
Levetiracetam,102767-28-2,0.6,0.9,0.9,11.15,8.23,170.21,4,1,63.4,3,-0.48,-0.48,neutral,0.0,0.0,1.0,0.0,0.6666666666666666,1.0
Levobupivacaine,27262-47-1,0.49,8.7,0.03,0.94,0.79,288.43,3,1,32.3,5,4.0,3.4,cationic,0.0,1.0,0.0,0.0,16.333333333333332,290.0
Levocabastine,79516-68-0,1.17,0.43,0.453,45.3,33.0,420.52,4,1,64.3,6,4.3,2.0,zwitterionic,0.0,0.0,0.0,1.0,2.5827814569536423,0.9492273730684326
Levodopa,59-92-7,1.7,23.0,0.76,1.2,1.3,197.19,5,4,103.8,3,-0.25,-1.9,zwitterionic,0.0,0.0,0.0,1.0,2.236842105263158,30.263157894736842
Levofloxacin,100986-85-4,1.2,1.9,0.75,11.0,8.8,361.37,7,1,73.3,2,1.9,-0.4,zwitterionic,0.0,0.0,0.0,1.0,1.5999999999999999,2.533333333333333
Levonorgestrel,797-63-7,1.5,1.8,0.025,14.0,9.4,312.45,2,1,37.3,2,3.5,3.5,neutral,0.0,0.0,1.0,0.0,60.0,72.0
Levorphanol,77-07-6,11.5,15.7,0.6,12.2,13.5,257.37,2,1,23.5,0,3.0,0.98,cationic,0.0,1.0,0.0,0.0,19.166666666666668,26.166666666666668
Levosimendan,141505-33-1,0.24,3.8,0.02,1.1,1.1,280.28,7,2,113.4,5,2.2,0.87,anionic,1.0,0.0,0.0,0.0,12.0,190.0
Licarbazepine,29331-92-8,0.72,0.88,0.7,13.6,9.8,254.28,4,2,66.6,0,1.9,1.9,neutral,0.0,0.0,1.0,0.0,1.0285714285714287,1.2571428571428573
Lidocaine,137-58-6,1.8,16.0,0.33,1.9,1.6,234.34,3,1,32.3,5,2.7,2.0,cationic,0.0,1.0,0.0,0.0,5.454545454545454,48.484848484848484
Linezolid,165800-03-3,0.58,1.8,0.69,5.4,4.5,337.35,7,1,71.1,4,1.1,1.1,neutral,0.0,0.0,1.0,0.0,0.8405797101449275,2.6086956521739135
Lisinopril,76547-98-3,0.89,1.2,1.0,12.0,42.0,405.49,8,4,133.0,12,0.66,-3.0,anionic,1.0,0.0,0.0,0.0,0.89,1.2
Lomitapide,182431-12-5,16.3,8.7,0.002,31.2,39.7,693.72,5,2,61.4,10,8.7,7.5,cationic,0.0,1.0,0.0,0.0,8150.0,4350.0
Lorazepam,846-49-1,1.3,1.0,0.09,22.0,17.0,321.16,4,2,61.7,1,2.9,2.9,neutral,0.0,0.0,1.0,0.0,14.444444444444445,11.11111111111111
Lorcainide,59729-31-6,6.6,16.0,0.15,6.9,6.5,370.92,3,0,23.5,5,4.9,3.0,cationic,0.0,1.0,0.0,0.0,44.0,106.66666666666667
Lormetazepam,848-75-9,1.6,4.0,0.12,6.7,4.9,335.18,4,1,52.9,1,2.8,2.8,neutral,0.0,0.0,1.0,0.0,13.333333333333334,33.333333333333336
Losartan,114798-26-4,0.37,8.2,0.01,0.75,1.8,422.91,7,2,92.5,8,4.2,0.7,anionic,1.0,0.0,0.0,0.0,37.0,819.9999999999999
Lovastatin (acid),75225-51-3,0.87,7.2,0.043,1.3,1.4,422.55,6,3,104.1,11,4.2,1.4,anionic,1.0,0.0,0.0,0.0,20.232558139534884,167.4418604651163
Lubeluzole,144665-07-6,2.6,1.7,0.003,26.0,21.6,433.51,5,1,48.8,8,4.9,4.4,cationic,0.0,1.0,0.0,0.0,866.6666666666666,566.6666666666666
LY2090314,603288-22-8,1.2,10.3,0.02,1.9,2.7,514.55,9,1,90.3,2,3.5,3.5,neutral,0.0,0.0,1.0,0.0,60.0,515.0
Maprotiline,10262-69-8,45.0,14.0,0.11,54.0,51.0,277.4,1,1,12.0,4,4.1,1.7,cationic,0.0,1.0,0.0,0.0,409.09090909090907,127.27272727272727
Maraviroc,376348-65-1,2.3,9.4,0.25,4.2,12.8,513.67,6,1,63.0,8,4.5,3.1,cationic,0.0,1.0,0.0,0.0,9.2,37.6
Maxipost,187523-35-9,10.0,15.0,0.0038,11.0,37.0,359.7,3,1,38.3,2,4.1,2.5,anionic,1.0,0.0,0.0,0.0,2631.5789473684213,3947.3684210526317
Mazapertine,134208-17-6,1.54,6.17,0.011,4.2,4.6,421.58,5,0,36.0,6,4.2,4.0,neutral,0.0,0.0,1.0,0.0,140.0,560.909090909091
Mebendazole,31431-39-7,1.2,15.0,0.086,1.3,1.1,295.29,6,2,84.1,4,3.0,-0.42,neutral,0.0,0.0,1.0,0.0,13.953488372093023,174.4186046511628
Melagatran,159776-70-2,0.23,1.9,0.93,2.0,1.6,429.51,9,5,148.6,9,-0.76,-2.6,cationic,0.0,1.0,0.0,0.0,0.24731182795698925,2.043010752688172
Melatonin,73-31-4,1.1,16.5,0.39,1.1,1.1,232.28,4,2,54.1,4,1.4,1.4,neutral,0.0,0.0,1.0,0.0,2.8205128205128207,42.30769230769231
Meloxicam,71125-38-7,0.15,0.12,0.003,21.0,18.0,351.4,7,2,99.6,2,2.6,-0.7,anionic,1.0,0.0,0.0,0.0,50.0,40.0
Melphalan,148-82-3,0.48,7.0,0.14,1.1,1.0,305.2,4,2,66.6,8,2.0,0.36,zwitterionic,0.0,0.0,0.0,1.0,3.428571428571428,49.99999999999999
Meperidine,57-42-1,2.3,4.9,0.42,6.4,7.9,247.33,3,0,29.5,4,3.0,1.8,cationic,0.0,1.0,0.0,0.0,5.476190476190476,11.666666666666668
Mepindolol,23694-81-7,2.17,5.83,0.51,6.21,4.61,262.35,4,3,57.3,6,2.1,0.37,cationic,0.0,1.0,0.0,0.0,4.254901960784314,11.431372549019608
Mepivacaine,96-88-8,0.95,6.8,0.3,2.5,2.0,246.35,3,1,32.3,2,2.5,2.0,cationic,0.0,1.0,0.0,0.0,3.1666666666666665,22.666666666666668
Meprobamate,57-53-4,0.7,0.6,1.0,19.0,14.0,218.25,6,2,104.6,8,0.91,0.91,neutral,0.0,0.0,1.0,0.0,0.7,0.6
Meptazinol,54340-58-8,3.3,28.0,0.73,2.0,1.7,233.35,2,1,23.5,2,3.1,1.5,cationic,0.0,1.0,0.0,0.0,4.52054794520548,38.35616438356165
"Mercaptopurine, 6-",50-44-2,1.0,15.0,0.85,1.1,1.0,152.18,4,2,53.1,0,-1.8,-2.0,neutral,0.0,0.0,1.0,0.0,1.1764705882352942,17.647058823529413
Meropenem,96036-03-2,0.3,3.9,0.87,1.3,1.0,383.46,8,3,110.2,5,-1.0,-3.5,zwitterionic,0.0,0.0,0.0,1.0,0.3448275862068965,4.482758620689655
Metaproterenol,586-06-1,6.03,14.07,0.9,7.14,6.41,211.26,4,4,72.7,4,0.56,-0.66,cationic,0.0,1.0,0.0,0.0,6.7,15.633333333333333
Metformin,657-24-9,0.64,7.4,1.0,1.4,1.7,129.16,5,4,89.0,3,-2.0,-5.5,cationic,0.0,1.0,0.0,0.0,0.64,7.4
Methadone,76-99-3,4.4,1.7,0.21,43.0,31.0,309.45,2,0,20.3,7,3.7,2.5,cationic,0.0,1.0,0.0,0.0,20.952380952380956,8.095238095238095
Methamphetamine,537-46-2,4.3,4.4,0.85,16.0,12.0,149.23,1,1,12.0,3,2.1,-0.2,cationic,0.0,1.0,0.0,0.0,5.0588235294117645,5.176470588235294
Methicillin,61-32-5,0.32,6.6,0.43,0.8,0.64,380.42,8,2,105.2,5,1.7,-1.6,anionic,1.0,0.0,0.0,0.0,0.7441860465116279,15.348837209302324
Methohexital,151-83-7,1.1,12.0,0.27,1.5,1.6,262.3,5,1,66.5,5,1.8,1.7,neutral,0.0,0.0,1.0,0.0,4.074074074074074,44.44444444444444
Methotrexate,59-05-2,0.43,2.1,0.37,3.4,3.9,454.44,13,5,210.5,9,-0.25,-6.4,anionic,1.0,0.0,0.0,0.0,1.162162162162162,5.675675675675676
Methyldopa,555-30-6,0.69,3.5,0.85,3.3,5.9,211.21,5,4,103.8,3,0.66,-2.1,zwitterionic,0.0,0.0,0.0,1.0,0.8117647058823529,4.11764705882353
Methylnaltrexone,73232-52-7,2.6,22.0,0.87,2.0,2.5,356.44,5,2,66.8,2,-2.7,-1.4,neutral,0.0,0.0,1.0,0.0,2.9885057471264367,25.28735632183908
Methylphenidate,113-45-1,2.2,9.42,0.85,4.5,4.8,233.31,3,1,38.3,4,2.1,0.84,cationic,0.0,1.0,0.0,0.0,2.588235294117647,11.08235294117647
Methylprednisolone,83-43-2,1.2,6.1,0.23,3.5,2.3,374.47,5,3,94.8,2,2.0,2.0,neutral,0.0,0.0,1.0,0.0,5.217391304347825,26.52173913043478
Metoclopramide,364-62-5,3.2,5.7,0.6,9.4,7.2,299.8,5,2,67.6,7,1.9,0.37,cationic,0.0,1.0,0.0,0.0,5.333333333333334,9.5
Metocurine,5152-30-7,0.4,1.2,0.65,5.6,5.1,652.82,8,0,55.4,4,2.3,2.3,neutral,0.0,0.0,1.0,0.0,0.6153846153846154,1.846153846153846
Metolazone,17560-51-9,1.6,1.4,0.05,19.0,20.0,365.83,6,2,92.5,2,3.5,3.5,neutral,0.0,0.0,1.0,0.0,32.0,27.999999999999996
Metoprolol,51384-51-1,3.1,13.0,0.88,4.0,3.6,267.36,4,2,50.7,9,1.9,0.064,cationic,0.0,1.0,0.0,0.0,3.522727272727273,14.772727272727273
Metrizoate,1949-45-7,0.17,2.7,1.0,1.0,1.3,627.94,6,2,86.7,3,1.4,-1.9,anionic,1.0,0.0,0.0,0.0,0.17,2.7
Metronidazole,443-48-1,0.4,0.85,0.96,7.8,7.1,171.15,6,1,83.9,3,-0.44,-0.44,neutral,0.0,0.0,1.0,0.0,0.4166666666666667,0.8854166666666666
Mexiletine,31828-71-4,5.9,8.3,0.36,12.0,9.9,179.26,2,1,35.3,3,2.2,0.55,cationic,0.0,1.0,0.0,0.0,16.38888888888889,23.055555555555557
Mezlocillin,51481-65-3,0.09,2.1,0.7,0.71,1.2,539.58,13,3,173.5,6,1.0,-2.3,anionic,1.0,0.0,0.0,0.0,0.1285714285714286,3.0000000000000004
Mianserin,24219-97-4,13.75,21.9,0.05,10.5,9.6,264.36,2,0,6.5,0,3.1,2.3,cationic,0.0,1.0,0.0,0.0,275.0,437.99999999999994
Mibefradil,116644-53-2,3.1,4.0,0.005,13.0,13.0,495.63,6,1,67.4,12,5.9,3.8,cationic,0.0,1.0,0.0,0.0,620.0,800.0
Micafungin,235114-32-6,0.21,0.17,0.0023,21.0,16.0,1270.27,32,16,510.4,18,-3.9,-7.4,neutral,0.0,0.0,1.0,0.0,91.30434782608695,73.91304347826087
Miconazole,22916-47-8,7.14,9.48,0.08,12.55,19.75,416.13,3,0,27.0,6,5.8,5.8,neutral,0.0,0.0,1.0,0.0,89.25,118.5
Midazolam,59467-70-8,1.1,5.3,0.017,3.5,3.1,325.77,3,0,30.2,1,3.1,3.1,neutral,0.0,0.0,1.0,0.0,64.70588235294117,311.7647058823529
Midodrine,42794-76-3,0.67,27.9,0.7,0.4,0.6,254.28,6,3,93.8,6,-1.3,-2.2,cationic,0.0,1.0,0.0,0.0,0.9571428571428573,39.857142857142854
Mifepristone,84371-65-3,0.45,0.5,0.02,15.7,16.6,429.59,3,1,40.5,3,4.8,4.8,neutral,0.0,0.0,1.0,0.0,22.5,25.0
Miglitol,72432-03-2,0.28,1.7,1.0,2.7,2.3,207.22,6,5,104.4,3,-3.1,-3.3,neutral,0.0,0.0,1.0,0.0,0.28,1.7
Milnacipran,92623-85-3,4.51,8.17,0.87,8.17,6.48,246.35,3,1,46.3,5,0.9,-1.8,cationic,0.0,1.0,0.0,0.0,5.183908045977011,9.39080459770115
Milrinone,78415-72-2,0.25,6.2,0.035,0.67,0.8,211.22,4,1,65.8,2,-0.055,-0.57,anionic,1.0,0.0,0.0,0.0,7.142857142857142,177.14285714285714
Minocycline,10118-90-8,1.6,1.2,0.005,22.0,17.0,457.48,10,5,164.6,3,0.36,-1.9,zwitterionic,0.0,0.0,0.0,1.0,320.0,240.0
Minoxidil,38304-91-5,0.9,11.5,1.0,1.3,1.5,209.25,6,2,91.1,1,0.9,0.9,neutral,0.0,0.0,1.0,0.0,0.9,11.5
Mirabegron,223673-61-8,23.8,13.6,0.29,29.3,50.0,396.51,6,4,100.3,9,1.8,0.34,cationic,0.0,1.0,0.0,0.0,82.06896551724138,46.896551724137936
Mirtazapine,85650-52-8,4.2,8.0,0.15,8.8,15.0,265.35,3,0,19.4,0,2.3,1.1,cationic,0.0,1.0,0.0,0.0,28.000000000000004,53.333333333333336
Mitoxantrone,65271-80-9,12.0,7.9,0.25,25.0,53.0,444.48,10,8,163.2,12,-0.37,-3.2,cationic,0.0,1.0,0.0,0.0,48.0,31.6
Mivacurium (cis/cis),106791-40-6,0.27,5.2,0.7,0.87,0.83,1029.26,16,0,144.9,30,2.3,2.3,neutral,0.0,0.0,1.0,0.0,0.3857142857142858,7.42857142857143
Moclobemide,71320-77-9,1.1,10.0,0.77,1.8,1.5,268.74,4,1,41.6,4,1.4,1.3,neutral,0.0,0.0,1.0,0.0,1.4285714285714286,12.987012987012987
Molsidomine,25717-80-0,1.4,11.0,1.0,2.1,1.6,243.24,8,1,84.6,4,-2.3,-2.3,neutral,0.0,0.0,1.0,0.0,1.4,11.0
Mometasone Furoate,83919-23-7,2.2,12.7,0.01,2.9,4.4,521.43,6,1,94.1,5,4.5,4.5,neutral,0.0,0.0,1.0,0.0,220.0,1270.0
Montelukast,158966-92-8,0.15,0.68,0.002,3.8,5.0,586.18,4,2,70.4,11,8.3,4.8,anionic,1.0,0.0,0.0,0.0,75.0,340.0
Morphine,57-27-2,2.3,26.0,0.65,1.5,2.0,285.34,4,2,52.9,0,1.1,0.093,cationic,0.0,1.0,0.0,0.0,3.538461538461538,40.0
Morphine-6-Glucuronide,20290-10-2,0.12,2.2,0.67,0.91,1.4,461.46,10,5,149.1,3,-0.47,-2.4,zwitterionic,0.0,0.0,0.0,1.0,0.1791044776119403,3.283582089552239
Moxalactam,64952-97-2,0.17,0.72,0.39,3.9,2.9,520.47,15,4,206.3,9,-0.95,-4.2,anionic,1.0,0.0,0.0,0.0,0.4358974358974359,1.846153846153846
Moxifloxacin,151096-09-2,1.4,2.4,0.6,9.7,8.2,401.43,7,2,82.1,4,2.4,-0.36,zwitterionic,0.0,0.0,0.0,1.0,2.3333333333333335,4.0
Moxonidine,75438-57-2,1.8,11.0,0.93,2.7,2.2,241.68,6,2,71.4,3,0.55,0.13,cationic,0.0,1.0,0.0,0.0,1.9354838709677418,11.827956989247312
Mycophenolic acid,24280-93-1,0.77,2.33,0.02,6.5,9.7,320.34,6,2,93.1,6,3.2,0.58,anionic,1.0,0.0,0.0,0.0,38.5,116.5
Nadolol,42200-33-9,1.9,2.9,0.14,11.0,9.2,309.4,5,4,81.9,5,1.1,-0.79,cationic,0.0,1.0,0.0,0.0,13.57142857142857,20.71428571428571
Nafarelin,76932-56-4,0.14,0.72,0.19,3.33,3.5,1322.47,30,17,472.1,34,-0.4,-4.4,cationic,0.0,1.0,0.0,0.0,0.736842105263158,3.789473684210526
Nafcillin,147-52-4,0.22,3.3,0.13,1.1,0.7,414.47,7,2,95.9,5,3.5,0.18,anionic,1.0,0.0,0.0,0.0,1.6923076923076923,25.384615384615383
Nalbuphine,20594-83-6,4.6,22.0,0.5,3.5,3.7,357.44,5,3,73.2,2,2.0,1.2,cationic,0.0,1.0,0.0,0.0,9.2,44.0
Nalmefene,55096-26-9,8.2,15.0,0.65,9.1,8.8,339.43,4,2,52.9,2,2.5,2.0,cationic,0.0,1.0,0.0,0.0,12.615384615384613,23.076923076923077
Naloxone,465-65-6,1.7,23.0,0.54,1.2,1.1,327.37,5,2,70.0,2,1.1,0.89,neutral,0.0,0.0,1.0,0.0,3.148148148148148,42.59259259259259
Naltrexone,16590-41-3,7.6,57.0,0.79,2.2,1.9,341.4,5,2,70.0,2,1.3,1.0,neutral,0.0,0.0,1.0,0.0,9.620253164556962,72.15189873417721
Naphtidrofuryl oxalate,31329-57-4,0.98,10.8,0.2,1.5,1.35,383.52,4,0,38.8,11,4.9,3.6,cationic,0.0,1.0,0.0,0.0,4.8999999999999995,54.0
Naproxen,22204-53-1,0.09,0.07,0.002,19.78,16.63,230.26,3,1,46.5,3,2.9,0.023,anionic,1.0,0.0,0.0,0.0,45.0,35.0
Napsagatran,154397-77-0,0.36,6.4,0.55,0.94,1.9,558.65,12,5,186.0,12,0.68,-1.6,zwitterionic,0.0,0.0,0.0,1.0,0.6545454545454544,11.636363636363637
Naratriptan,121679-13-8,2.4,6.6,0.7,6.1,6.6,335.46,5,2,65.2,5,2.5,0.43,cationic,0.0,1.0,0.0,0.0,3.428571428571429,9.428571428571429
Nateglinide,105816-04-4,0.15,1.8,0.029,1.4,1.5,317.42,4,2,66.4,6,3.8,0.67,anionic,1.0,0.0,0.0,0.0,5.1724137931034475,62.06896551724138
Nebivolol,118457-14-0,11.0,14.0,0.02,13.0,10.0,405.44,5,3,70.9,6,3.9,3.3,cationic,0.0,1.0,0.0,0.0,550.0,700.0
Nedocromil,69049-73-6,0.43,10.2,0.11,0.7,0.9,371.34,8,2,127.1,5,2.8,-3.1,anionic,1.0,0.0,0.0,0.0,3.909090909090909,92.72727272727272
Nefazodone,83366-66-9,0.51,7.5,0.01,1.1,1.2,470.01,7,0,51.6,10,4.4,4.3,neutral,0.0,0.0,1.0,0.0,51.0,750.0
Nelarabine,121032-29-9,4.9,81.0,0.8,1.0,0.5,297.27,10,4,148.8,3,-1.9,-1.9,neutral,0.0,0.0,1.0,0.0,6.125,101.25
Nemonoxacin,378746-64-6,1.9,3.8,0.84,8.4,13.5,371.43,7,2,96.1,4,2.5,0.077,zwitterionic,0.0,0.0,0.0,1.0,2.261904761904762,4.523809523809524
Netilmicin,56391-56-1,0.073,0.55,1.0,2.2,3.2,475.58,12,8,199.7,8,-3.8,-7.5,cationic,0.0,1.0,0.0,0.0,0.073,0.55
Netupitant,290297-26-6,5.54,2.83,0.003,32.57,34.28,578.59,5,0,39.7,5,6.7,5.3,cationic,0.0,1.0,0.0,0.0,1846.6666666666667,943.3333333333334
Nevirapine,129618-40-2,1.3,0.3,0.32,81.0,53.0,266.3,5,1,58.1,1,1.3,1.1,neutral,0.0,0.0,1.0,0.0,4.0625,0.9375
Nicardipine,55985-32-5,1.0,11.0,0.01,1.5,4.1,479.52,9,1,113.7,11,3.9,3.7,neutral,0.0,0.0,1.0,0.0,100.0,1100.0
Nicorandil,65141-46-0,1.4,8.9,0.76,2.7,3.6,211.17,7,1,94.4,5,0.53,0.53,neutral,0.0,0.0,1.0,0.0,1.8421052631578947,11.710526315789474
Nicotine,54-11-5,2.6,18.0,0.95,2.4,2.0,162.23,2,0,16.1,1,1.1,-0.46,cationic,0.0,1.0,0.0,0.0,2.736842105263158,18.947368421052634
Nifedipine,21829-25-4,0.79,7.3,0.044,1.8,1.9,346.33,8,1,110.4,6,2.4,2.4,neutral,0.0,0.0,1.0,0.0,17.954545454545457,165.9090909090909
Nifekalant,130636-43-0,1.96,20.89,0.09,1.56,1.52,405.45,10,2,122.6,11,1.2,0.5,cationic,0.0,1.0,0.0,0.0,21.77777777777778,232.11111111111111
Nimodipine,66085-59-4,1.1,15.0,0.016,1.2,1.3,418.44,9,1,119.7,10,3.2,3.2,neutral,0.0,0.0,1.0,0.0,68.75,937.5
Nintedanib,656247-17-5,15.0,19.9,0.02,12.6,9.5,539.62,9,2,94.2,8,3.8,3.4,cationic,0.0,1.0,0.0,0.0,750.0,994.9999999999999
Nisoldipine,63675-72-9,5.5,15.0,0.003,6.5,11.0,388.41,8,1,110.4,8,3.7,3.7,neutral,0.0,0.0,1.0,0.0,1833.3333333333333,5000.0
Nitrazepam,146-22-5,1.7,0.86,0.13,33.0,26.0,281.27,6,1,87.3,2,2.1,2.1,neutral,0.0,0.0,1.0,0.0,13.076923076923077,6.615384615384615
Nitrendipine,39562-70-4,6.1,25.0,0.02,4.1,8.2,360.36,8,1,110.4,7,3.0,3.0,neutral,0.0,0.0,1.0,0.0,305.0,1250.0
Nitrofurantoin,67-20-9,0.57,9.7,0.17,0.98,0.97,238.16,9,1,121.0,3,-0.64,-0.98,anionic,1.0,0.0,0.0,0.0,3.352941176470588,57.058823529411754
Nizatidine,76963-41-2,1.0,9.8,0.65,1.7,1.5,331.46,7,2,86.0,10,-0.17,-0.24,neutral,0.0,0.0,1.0,0.0,1.5384615384615383,15.076923076923077
NK 611,105760-98-3,0.3,0.4,0.013,17.0,14.0,615.63,13,2,143.8,6,0.23,0.21,neutral,0.0,0.0,1.0,0.0,23.076923076923077,30.769230769230774
Nomifensine,24526-64-5,6.0,22.0,0.4,4.5,6.5,238.33,2,1,29.3,1,2.3,0.87,cationic,0.0,1.0,0.0,0.0,15.0,55.0
Norfloxacine,70458-96-7,1.88,6.96,0.13,4.5,4.45,319.33,6,2,74.6,3,1.7,-0.72,zwitterionic,0.0,0.0,0.0,1.0,14.46153846153846,53.53846153846153
Nortriptyline,72-69-5,22.0,10.0,0.12,37.0,30.0,263.38,1,1,12.0,3,4.1,1.9,cationic,0.0,1.0,0.0,0.0,183.33333333333334,83.33333333333334
Octreotide,83150-76-9,0.19,2.38,0.35,1.3,1.7,1019.24,20,13,332.2,17,-0.38,-3.4,cationic,0.0,1.0,0.0,0.0,0.5428571428571429,6.8
Ofloxacin,82419-36-1,1.6,2.5,0.75,11.0,8.9,361.37,7,1,73.3,2,1.9,-0.4,zwitterionic,0.0,0.0,0.0,1.0,2.1333333333333333,3.3333333333333335
Oleandomycin,3922-90-5,0.77,9.1,0.4,1.41,1.05,687.86,13,3,166.0,9,2.0,0.7,cationic,0.0,1.0,0.0,0.0,1.925,22.749999999999996
Olodaterol,868049-49-4,15.85,12.45,0.4,22.21,22.1,386.44,7,4,100.0,7,2.1,0.98,cationic,0.0,1.0,0.0,0.0,39.625,31.124999999999996
Olsalazine,15722-48-2,0.07,1.2,0.01,0.97,0.9,302.24,8,4,139.8,4,3.2,-3.6,anionic,1.0,0.0,0.0,0.0,7.000000000000001,120.0
Ombitasvir,1258226-87-7,2.32,1.68,0.001,23.07,28.49,894.11,15,4,178.7,15,7.8,7.8,neutral,0.0,0.0,1.0,0.0,2320.0,1680.0
Omeprazole,73590-58-6,0.24,8.4,0.05,0.48,0.58,345.42,6,1,77.1,5,2.2,2.2,neutral,0.0,0.0,1.0,0.0,4.8,168.0
Ondansetron,99614-02-5,1.8,5.8,0.27,5.2,3.4,293.36,4,0,39.8,2,2.1,1.0,cationic,0.0,1.0,0.0,0.0,6.666666666666666,21.48148148148148
OR-1896,220246-81-1,2.38,0.45,0.4,88.0,70.0,245.28,5,2,70.6,2,0.71,0.71,neutral,0.0,0.0,1.0,0.0,5.949999999999999,1.125
Oritavancin,171099-57-3,0.3,0.07,0.13,67.2,96.2,1793.1,36,20,561.0,19,4.3,-0.82,cationic,0.0,1.0,0.0,0.0,2.3076923076923075,0.5384615384615385
Ornidazole,16773-42-5,1.16,1.08,0.88,18.1,12.0,219.63,6,1,81.2,4,0.23,0.22,neutral,0.0,0.0,1.0,0.0,1.3181818181818181,1.2272727272727273
Oseltamivir acid,187227-45-8,0.37,4.8,0.97,1.3,1.8,284.35,6,3,101.6,6,0.57,-1.7,zwitterionic,0.0,0.0,0.0,1.0,0.3814432989690722,4.948453608247423
Oxacillin,66-79-5,0.19,6.3,0.07,0.5,0.7,401.44,8,2,113.0,4,2.1,-1.2,anionic,1.0,0.0,0.0,0.0,2.714285714285714,89.99999999999999
Oxazepam,604-75-1,0.59,1.1,0.04,8.9,6.7,286.71,4,2,61.7,1,2.3,2.3,neutral,0.0,0.0,1.0,0.0,14.749999999999998,27.5
Oxprenolol,6452-71-7,0.72,7.7,0.19,1.56,1.09,265.35,4,2,50.7,9,2.0,0.24,cationic,0.0,1.0,0.0,0.0,3.789473684210526,40.526315789473685
Oxybutynin,5633-20-5,0.85,5.1,0.0034,2.7,7.2,357.49,4,1,49.8,10,4.3,3.9,cationic,0.0,1.0,0.0,0.0,250.0,1500.0
Oxycodone,76-42-6,2.5,6.1,0.55,6.8,5.5,315.36,5,1,59.0,1,0.72,0.17,cationic,0.0,1.0,0.0,0.0,4.545454545454545,11.09090909090909
Oxytetracycline,79-57-2,1.7,2.0,0.9,12.0,10.0,460.43,11,7,201.8,2,-1.9,-4.3,zwitterionic,0.0,0.0,0.0,1.0,1.8888888888888888,2.2222222222222223
Paclitaxel,33069-62-4,3.0,6.4,0.12,7.8,11.0,853.91,15,4,221.3,14,2.9,2.9,neutral,0.0,0.0,1.0,0.0,25.0,53.333333333333336
Paeoniflorin,23180-57-6,0.22,2.05,0.77,1.83,1.49,480.46,11,5,164.4,7,-1.2,-1.2,neutral,0.0,0.0,1.0,0.0,0.2857142857142857,2.662337662337662
Palonosetron,135729-61-2,6.3,2.6,0.38,40.0,39.0,296.41,3,0,23.5,1,2.9,1.9,cationic,0.0,1.0,0.0,0.0,16.57894736842105,6.842105263157895
Pamidronic acid (Pamidronate),40391-99-9,1.8,2.5,0.7,12.0,32.0,235.07,8,6,161.3,4,-3.5,-8.8,anionic,1.0,0.0,0.0,0.0,2.5714285714285716,3.5714285714285716
Pancuronium,15500-66-0,0.2,1.5,0.09,2.2,1.9,572.86,6,0,52.6,6,-0.36,-0.36,neutral,0.0,0.0,1.0,0.0,2.2222222222222223,16.666666666666668
Pantoprazole,102625-70-7,0.17,2.2,0.02,1.3,1.9,383.37,7,1,86.3,7,1.6,1.6,neutral,0.0,0.0,1.0,0.0,8.5,110.0
Papaverine,58-74-2,1.0,11.0,0.073,1.4,1.8,339.39,5,0,49.8,6,3.5,3.5,neutral,0.0,0.0,1.0,0.0,13.698630136986303,150.68493150684932
Paricalcitol,131918-61-1,0.41,0.89,0.0016,7.7,5.3,416.64,3,3,60.7,4,6.4,6.4,neutral,0.0,0.0,1.0,0.0,256.25,556.25
Paritaprevir,1216941-48-8,1.37,5.74,0.022,3.96,8.71,765.88,14,3,189.6,7,5.3,2.3,anionic,1.0,0.0,0.0,0.0,62.27272727272728,260.90909090909093
Paroxetine,61869-08-7,18.0,18.0,0.06,17.0,13.0,329.37,4,1,39.7,4,3.8,1.5,cationic,0.0,1.0,0.0,0.0,300.0,300.0
Patupilone,152044-54-7,14.4,2.17,0.22,110.6,92.3,507.68,7,2,109.3,2,3.8,3.8,neutral,0.0,0.0,1.0,0.0,65.45454545454545,9.863636363636363
